date,/m/0m7pl
2020-09-14,33
2020-09-15,0
2020-09-16,35
2020-09-17,34
2020-09-18,0
2020-09-19,44
2020-09-20,0
2020-09-21,34
2020-09-22,0
2020-09-23,34
2020-09-24,0
2020-09-25,0
2020-09-26,0
2020-09-27,0
2020-09-28,0
2020-09-29,35
2020-09-30,70
2020-10-01,0
2020-10-02,0
2020-10-03,0
2020-10-04,0
2020-10-05,0
2020-10-06,35
2020-10-07,69
2020-10-08,36
2020-10-09,41
2020-10-10,0
2020-10-11,0
2020-10-12,0
2020-10-13,36
2020-10-14,36
2020-10-15,0
2020-10-16,38
2020-10-17,0
2020-10-18,0
2020-10-19,0
2020-10-20,0
2020-10-21,37
2020-10-22,38
2020-10-23,40
2020-10-24,87
2020-10-25,0
2020-10-26,0
2020-10-27,0
2020-10-28,38
2020-10-29,72
2020-10-30,39
2020-10-31,0
2020-11-01,85
2020-11-02,69
2020-11-03,35
2020-11-04,32
2020-11-05,32
2020-11-06,36
2020-11-07,62
2020-11-08,62
2020-11-09,35
2020-11-10,35
2020-11-11,70
2020-11-12,36
2020-11-13,56
2020-11-14,86
2020-11-15,41
2020-11-16,0
2020-11-17,34
2020-11-18,70
2020-11-19,67
2020-11-20,36
2020-11-21,42
2020-11-22,0
2020-11-23,67
2020-11-24,34
2020-11-25,0
2020-11-26,68
2020-11-27,70
2020-11-28,0
2020-11-29,40
2020-11-30,100
2020-12-01,0
2020-12-02,33
2020-12-03,0
2020-12-04,72
2020-12-05,0
2020-12-06,79
2020-12-07,0
2020-12-08,0
2020-12-09,34
2020-12-10,0
2020-12-11,0
