date,/m/01cpyy
2020-09-02,58
2020-09-03,57
2020-09-04,63
2020-09-05,66
2020-09-06,54
2020-09-07,52
2020-09-08,56
2020-09-09,61
2020-09-10,56
2020-09-11,58
2020-09-12,56
2020-09-13,57
2020-09-14,49
2020-09-15,50
2020-09-16,42
2020-09-17,49
2020-09-18,47
2020-09-19,41
2020-09-20,39
2020-09-21,35
2020-09-22,37
2020-09-23,40
2020-09-24,44
2020-09-25,32
2020-09-26,32
2020-09-27,26
2020-09-28,29
2020-09-29,38
2020-09-30,22
2020-10-01,27
2020-10-02,36
2020-10-03,34
2020-10-04,30
2020-10-05,33
2020-10-06,36
2020-10-07,39
2020-10-08,58
2020-10-09,60
2020-10-10,58
2020-10-11,45
2020-10-12,41
2020-10-13,43
2020-10-14,57
2020-10-15,79
2020-10-16,84
2020-10-17,79
2020-10-18,75
2020-10-19,78
2020-10-20,58
2020-10-21,85
2020-10-22,100
2020-10-23,85
2020-10-24,89
2020-10-25,80
2020-10-26,74
2020-10-27,85
2020-10-28,69
2020-10-29,73
2020-10-30,65
2020-10-31,82
2020-11-01,77
2020-11-02,71
2020-11-03,72
2020-11-04,51
2020-11-05,61
2020-11-06,48
2020-11-07,63
2020-11-08,64
2020-11-09,52
2020-11-10,59
2020-11-11,56
2020-11-12,64
2020-11-13,58
2020-11-14,65
2020-11-15,54
2020-11-16,54
2020-11-17,48
2020-11-18,55
2020-11-19,53
2020-11-20,65
2020-11-21,63
2020-11-22,64
2020-11-23,69
2020-11-24,56
2020-11-25,70
2020-11-26,70
2020-11-27,63
2020-11-28,65
2020-11-29,60
2020-11-30,62
2020-12-01,63
2020-12-02,61
2020-12-03,63
2020-12-04,71
2020-12-05,58
2020-12-06,62
2020-12-07,54
2020-12-08,47
2020-12-09,60
2020-12-10,57
2020-12-11,55
2020-12-12,47
2020-12-13,49
2020-12-14,52
2020-12-15,42
2020-12-16,54
2020-12-17,61
2020-12-18,46
2020-12-19,56
2020-12-20,55
2020-12-21,47
2020-12-22,51
2020-12-23,36
2020-12-24,39
2020-12-25,37
2020-12-26,40
2020-12-27,40
2020-12-28,33
2020-12-29,31
2020-12-30,50
