date,/m/0m7pl
2020-09-14,7
2020-09-15,10
2020-09-16,7
2020-09-17,6
2020-09-18,4
2020-09-19,4
2020-09-20,15
2020-09-21,9
2020-09-22,5
2020-09-23,12
2020-09-24,8
2020-09-25,13
2020-09-26,7
2020-09-27,7
2020-09-28,7
2020-09-29,7
2020-09-30,13
2020-10-01,11
2020-10-02,7
2020-10-03,6
2020-10-04,5
2020-10-05,10
2020-10-06,7
2020-10-07,7
2020-10-08,10
2020-10-09,5
2020-10-10,6
2020-10-11,9
2020-10-12,7
2020-10-13,6
2020-10-14,4
2020-10-15,11
2020-10-16,6
2020-10-17,3
2020-10-18,9
2020-10-19,10
2020-10-20,6
2020-10-21,9
2020-10-22,10
2020-10-23,11
2020-10-24,6
2020-10-25,13
2020-10-26,14
2020-10-27,9
2020-10-28,13
2020-10-29,8
2020-10-30,3
2020-10-31,9
2020-11-01,12
2020-11-02,13
2020-11-03,13
2020-11-04,15
2020-11-05,15
2020-11-06,16
2020-11-07,9
2020-11-08,10
2020-11-09,10
2020-11-10,16
2020-11-11,9
2020-11-12,9
2020-11-13,5
2020-11-14,11
2020-11-15,14
2020-11-16,10
2020-11-17,10
2020-11-18,9
2020-11-19,5
2020-11-20,11
2020-11-21,7
2020-11-22,11
2020-11-23,5
2020-11-24,9
2020-11-25,100
2020-11-26,6
2020-11-27,45
2020-11-28,26
2020-11-29,9
2020-11-30,4
2020-12-01,5
2020-12-02,4
2020-12-03,10
2020-12-04,5
2020-12-05,9
2020-12-06,7
2020-12-07,4
2020-12-08,4
2020-12-09,7
2020-12-10,6
2020-12-11,4
