date,Fièvre,Toux,Coronavirus,Symptôme,country
2020-10-01,48.50299401197605,60.58252427184466,47.008547008547005,55.403348554033485,BE
2020-10-02,48.50299401197605,58.252427184466015,49.35897435897436,59.20852359208523,BE
2020-10-03,55.28942115768463,57.0873786407767,53.41880341880342,62.55707762557078,BE
2020-10-04,58.08383233532934,58.252427184466015,56.837606837606835,67.27549467275495,BE
2020-10-05,58.68263473053892,59.417475728155345,59.615384615384606,69.25418569254185,BE
2020-10-06,62.87425149700599,60.970873786407765,61.75213675213675,70.62404870624049,BE
2020-10-07,69.061876247505,58.83495145631068,62.179487179487175,74.73363774733637,BE
2020-10-08,71.45708582834332,58.05825242718447,64.95726495726495,80.82191780821918,BE
2020-10-09,70.25948103792415,62.33009708737864,68.58974358974358,81.73515981735159,BE
2020-10-10,65.26946107784431,62.9126213592233,70.94017094017094,81.12633181126331,BE
2020-10-11,66.26746506986028,65.63106796116504,72.22222222222221,81.2785388127854,BE
2020-10-12,69.26147704590818,69.51456310679612,75.2136752136752,84.779299847793,BE
2020-10-13,72.0558882235529,78.05825242718447,85.47008547008546,89.19330289193302,BE
2020-10-14,69.66067864271457,78.25242718446601,90.59829059829059,89.49771689497716,BE
2020-10-15,73.25349301397206,82.33009708737863,93.8034188034188,89.19330289193302,BE
2020-10-16,73.45309381237524,90.873786407767,94.01709401709401,91.9330289193303,BE
2020-10-17,84.63073852295409,91.84466019417475,93.58974358974358,96.04261796042617,BE
2020-10-18,87.4251497005988,93.00970873786409,91.88034188034187,97.4124809741248,BE
2020-10-19,87.82435129740519,88.93203883495146,91.02564102564101,98.63013698630137,BE
2020-10-20,88.62275449101797,91.45631067961166,85.68376068376068,98.4779299847793,BE
2020-10-21,94.2115768463074,100.0,83.76068376068376,98.93455098934551,BE
2020-10-22,92.41516966067864,98.83495145631068,82.26495726495726,100.0,BE
2020-10-23,100.0,92.42718446601943,81.83760683760683,98.63013698630137,BE
2020-10-24,92.81437125748504,88.73786407766991,83.76068376068376,97.56468797564688,BE
2020-10-25,92.21556886227545,86.99029126213593,87.82051282051282,95.28158295281582,BE
2020-10-26,90.21956087824351,85.04854368932038,90.17094017094017,92.54185692541857,BE
2020-10-27,89.42115768463074,78.05825242718447,97.22222222222221,89.19330289193302,BE
2020-10-28,89.42115768463074,69.126213592233,98.71794871794872,86.14916286149163,BE
2020-10-29,81.437125748503,67.96116504854369,100.0,82.34398782343989,BE
2020-10-30,72.45508982035928,61.747572815533985,99.57264957264957,78.38660578386605,BE
2020-10-31,67.26546906187626,65.04854368932038,94.65811965811965,73.97260273972603,BE
2020-11-01,64.87025948103793,59.029126213592235,87.82051282051282,71.08066971080669,BE
2020-11-02,60.47904191616767,57.28155339805826,80.98290598290599,67.88432267884322,BE
2020-11-03,55.28942115768463,53.59223300970874,66.88034188034187,63.47031963470319,BE
2020-11-04,46.50698602794411,59.61165048543689,60.683760683760674,59.20852359208523,BE
2020-11-05,46.70658682634731,61.16504854368932,55.55555555555556,57.68645357686454,BE
2020-11-06,47.30538922155688,65.63106796116504,51.28205128205128,57.22983257229833,BE
2020-11-07,45.90818363273453,70.09708737864078,48.504273504273506,55.859969558599694,BE
2020-11-08,46.70658682634731,76.6990291262136,47.008547008547005,54.49010654490107,BE
2020-11-09,48.50299401197605,71.6504854368932,46.36752136752136,53.57686453576864,BE
2020-11-10,47.30538922155688,68.54368932038835,45.299145299145295,53.88127853881278,BE
2020-11-11,49.10179640718564,65.04854368932038,44.01709401709401,57.990867579908674,BE
2020-11-12,44.311377245508986,58.64077669902913,42.30769230769231,55.70776255707762,BE
2020-11-13,39.52095808383233,55.14563106796116,41.23931623931624,55.251141552511406,BE
2020-11-14,37.5249500998004,45.0485436893204,40.811965811965806,55.403348554033485,BE
2020-11-15,34.5309381237525,36.699029126213595,40.598290598290596,55.859969558599694,BE
2020-11-16,35.72854291417166,35.33980582524272,40.598290598290596,53.88127853881278,BE
2020-11-17,37.5249500998004,37.86407766990291,39.52991452991453,54.64231354642313,BE
2020-11-18,37.32534930139721,37.66990291262136,40.38461538461538,50.83713850837138,BE
2020-11-19,40.31936127744511,42.52427184466019,39.743589743589745,50.83713850837138,BE
2020-11-20,45.30938123752495,45.0485436893204,39.52991452991453,48.09741248097413,BE
2020-11-21,45.30938123752495,44.85436893203884,39.1025641025641,44.44444444444444,BE
2020-11-22,45.90818363273453,44.66019417475728,37.82051282051282,43.074581430745816,BE
2020-11-23,43.31337325349301,46.99029126213592,36.75213675213675,44.90106544901066,BE
2020-11-24,43.51297405189621,45.4368932038835,38.675213675213676,43.83561643835617,BE
2020-11-25,41.317365269461085,45.4368932038835,39.52991452991453,42.16133942161339,BE
2020-11-26,41.516966067864274,46.99029126213592,39.52991452991453,42.009132420091326,BE
2020-11-27,37.924151696606785,45.631067961165044,39.31623931623931,42.922374429223744,BE
2020-11-28,40.31936127744511,52.23300970873787,39.52991452991453,44.29223744292237,BE
2020-11-29,38.92215568862276,51.2621359223301,40.17094017094017,46.118721461187214,BE
2020-11-30,41.71656686626747,50.29126213592233,40.598290598290596,45.50989345509893,BE
2020-12-01,38.52295409181637,49.320388349514566,37.6068376068376,45.81430745814307,BE
2020-12-02,39.52095808383233,50.87378640776699,35.47008547008547,46.42313546423135,BE
2020-12-03,37.32534930139721,46.019417475728154,35.47008547008547,45.96651445966515,BE
