date,/m/01cpyy
2020-09-28,27
2020-09-29,27
2020-09-30,35
2020-10-01,29
2020-10-02,34
2020-10-03,35
2020-10-04,33
2020-10-05,38
2020-10-06,46
2020-10-07,51
2020-10-08,42
2020-10-09,44
2020-10-10,37
2020-10-11,46
2020-10-12,55
2020-10-13,57
2020-10-14,57
2020-10-15,56
2020-10-16,92
2020-10-17,61
2020-10-18,61
2020-10-19,56
2020-10-20,55
2020-10-21,49
2020-10-22,52
2020-10-23,67
2020-10-24,52
2020-10-25,54
2020-10-26,54
2020-10-27,64
2020-10-28,68
2020-10-29,63
2020-10-30,100
2020-10-31,59
2020-11-01,60
2020-11-02,52
2020-11-03,41
2020-11-04,36
2020-11-05,31
2020-11-06,34
2020-11-07,30
2020-11-08,36
2020-11-09,32
2020-11-10,28
2020-11-11,29
2020-11-12,28
2020-11-13,29
2020-11-14,24
2020-11-15,28
2020-11-16,27
2020-11-17,26
2020-11-18,28
2020-11-19,28
2020-11-20,24
2020-11-21,28
2020-11-22,25
2020-11-23,26
2020-11-24,24
2020-11-25,22
2020-11-26,23
2020-11-27,33
2020-11-28,32
2020-11-29,25
2020-11-30,25
2020-12-01,25
2020-12-02,25
2020-12-03,25
2020-12-04,19
2020-12-05,22
2020-12-06,25
2020-12-07,24
2020-12-08,25
2020-12-09,25
2020-12-10,26
2020-12-11,25
2020-12-12,27
2020-12-13,27
2020-12-14,32
2020-12-15,36
2020-12-16,25
2020-12-17,23
2020-12-18,37
2020-12-19,30
2020-12-20,35
2020-12-21,33
2020-12-22,25
2020-12-23,22
2020-12-24,24
2020-12-25,24
2020-12-26,25
2020-12-27,21
2020-12-28,23
2020-12-29,25
2020-12-30,24
2020-12-31,21
2021-01-01,26
2021-01-02,26
2021-01-03,22
2021-01-04,29
2021-01-05,23
2021-01-06,21
2021-01-07,24
2021-01-08,26
2021-01-09,23
2021-01-10,29
2021-01-11,25
2021-01-12,25
2021-01-13,26
2021-01-14,26
2021-01-15,25
2021-01-16,20
2021-01-17,24
2021-01-18,24
2021-01-19,23
2021-01-20,26
2021-01-21,26
2021-01-22,27
2021-01-23,25
2021-01-24,25
2021-01-25,28
2021-01-26,33
