date,/g/1213j0cz
2020-09-14,48
2020-09-15,47
2020-09-16,24
2020-09-17,0
2020-09-18,25
2020-09-19,27
2020-09-20,0
2020-09-21,22
2020-09-22,43
2020-09-23,23
2020-09-24,23
2020-09-25,97
2020-09-26,0
2020-09-27,26
2020-09-28,36
2020-09-29,0
2020-09-30,0
2020-10-01,97
2020-10-02,25
2020-10-03,26
2020-10-04,0
2020-10-05,0
2020-10-06,48
2020-10-07,49
2020-10-08,0
2020-10-09,27
2020-10-10,30
2020-10-11,0
2020-10-12,63
2020-10-13,26
2020-10-14,25
2020-10-15,49
2020-10-16,26
2020-10-17,0
2020-10-18,0
2020-10-19,0
2020-10-20,100
2020-10-21,25
2020-10-22,0
2020-10-23,25
2020-10-24,0
2020-10-25,27
2020-10-26,0
2020-10-27,49
2020-10-28,24
2020-10-29,25
2020-10-30,0
2020-10-31,0
2020-11-01,28
2020-11-02,0
2020-11-03,23
2020-11-04,32
2020-11-05,23
2020-11-06,0
2020-11-07,53
2020-11-08,0
2020-11-09,24
2020-11-10,24
2020-11-11,24
2020-11-12,24
2020-11-13,24
2020-11-14,0
2020-11-15,0
2020-11-16,46
2020-11-17,24
2020-11-18,0
2020-11-19,47
2020-11-20,0
2020-11-21,26
2020-11-22,0
2020-11-23,48
2020-11-24,0
2020-11-25,46
2020-11-26,23
2020-11-27,0
2020-11-28,25
2020-11-29,25
2020-11-30,23
2020-12-01,23
2020-12-02,0
2020-12-03,35
2020-12-04,0
2020-12-05,0
2020-12-06,0
2020-12-07,50
2020-12-08,0
2020-12-09,23
2020-12-10,47
2020-12-11,50
