date,/m/05w_j
2020-09-14,19
2020-09-15,31
2020-09-16,25
2020-09-17,25
2020-09-18,0
2020-09-19,31
2020-09-20,23
2020-09-21,62
2020-09-22,24
2020-09-23,25
2020-09-24,0
2020-09-25,26
2020-09-26,15
2020-09-27,15
2020-09-28,13
2020-09-29,0
2020-09-30,13
2020-10-01,20
2020-10-02,0
2020-10-03,15
2020-10-04,0
2020-10-05,19
2020-10-06,13
2020-10-07,12
2020-10-08,0
2020-10-09,14
2020-10-10,17
2020-10-11,14
2020-10-12,13
2020-10-13,26
2020-10-14,26
2020-10-15,31
2020-10-16,13
2020-10-17,16
2020-10-18,0
2020-10-19,14
2020-10-20,20
2020-10-21,27
2020-10-22,34
2020-10-23,21
2020-10-24,29
2020-10-25,29
2020-10-26,20
2020-10-27,12
2020-10-28,33
2020-10-29,13
2020-10-30,41
2020-10-31,17
2020-11-01,31
2020-11-02,48
2020-11-03,20
2020-11-04,36
2020-11-05,24
2020-11-06,26
2020-11-07,15
2020-11-08,22
2020-11-09,19
2020-11-10,26
2020-11-11,19
2020-11-12,26
2020-11-13,20
2020-11-14,31
2020-11-15,29
2020-11-16,25
2020-11-17,13
2020-11-18,30
2020-11-19,39
2020-11-20,32
2020-11-21,61
2020-11-22,22
2020-11-23,52
2020-11-24,39
2020-11-25,38
2020-11-26,44
2020-11-27,26
2020-11-28,46
2020-11-29,44
2020-11-30,83
2020-12-01,89
2020-12-02,63
2020-12-03,56
2020-12-04,46
2020-12-05,77
2020-12-06,43
2020-12-07,100
2020-12-08,66
2020-12-09,87
2020-12-10,68
2020-12-11,74
