date,/m/01cpyy
2020-09-02,31
2020-09-03,29
2020-09-04,27
2020-09-05,23
2020-09-06,41
2020-09-07,24
2020-09-08,34
2020-09-09,48
2020-09-10,24
2020-09-11,30
2020-09-12,25
2020-09-13,68
2020-09-14,21
2020-09-15,33
2020-09-16,33
2020-09-17,24
2020-09-18,69
2020-09-19,71
2020-09-20,40
2020-09-21,31
2020-09-22,38
2020-09-23,44
2020-09-24,49
2020-09-25,44
2020-09-26,40
2020-09-27,36
2020-09-28,53
2020-09-29,37
2020-09-30,28
2020-10-01,30
2020-10-02,49
2020-10-03,52
2020-10-04,24
2020-10-05,25
2020-10-06,27
2020-10-07,35
2020-10-08,31
2020-10-09,19
2020-10-10,50
2020-10-11,88
2020-10-12,39
2020-10-13,48
2020-10-14,71
2020-10-15,58
2020-10-16,53
2020-10-17,100
2020-10-18,46
2020-10-19,43
2020-10-20,33
2020-10-21,47
2020-10-22,72
2020-10-23,99
2020-10-24,70
2020-10-25,90
2020-10-26,96
2020-10-27,81
2020-10-28,92
2020-10-29,48
2020-10-30,48
2020-10-31,82
2020-11-01,71
2020-11-02,78
2020-11-03,47
2020-11-04,62
2020-11-05,69
2020-11-06,45
2020-11-07,57
2020-11-08,39
2020-11-09,32
2020-11-10,53
2020-11-11,40
2020-11-12,33
2020-11-13,26
2020-11-14,39
2020-11-15,56
2020-11-16,55
2020-11-17,40
2020-11-18,81
2020-11-19,44
2020-11-20,35
2020-11-21,46
2020-11-22,65
2020-11-23,33
2020-11-24,28
2020-11-25,51
2020-11-26,50
2020-11-27,48
2020-11-28,44
2020-11-29,47
2020-11-30,54
2020-12-01,27
2020-12-02,32
2020-12-03,33
2020-12-04,34
2020-12-05,53
2020-12-06,28
2020-12-07,42
2020-12-08,43
2020-12-09,55
2020-12-10,41
2020-12-11,45
2020-12-12,40
2020-12-13,31
2020-12-14,52
2020-12-15,28
2020-12-16,33
2020-12-17,31
2020-12-18,42
2020-12-19,57
2020-12-20,85
2020-12-21,53
2020-12-22,69
2020-12-23,54
2020-12-24,32
2020-12-25,55
2020-12-26,55
2020-12-27,22
2020-12-28,38
2020-12-29,36
2020-12-30,49
