date,/g/1213j0cz
2020-09-14,84
2020-09-15,42
2020-09-16,42
2020-09-17,82
2020-09-18,41
2020-09-19,48
2020-09-20,0
2020-09-21,81
2020-09-22,41
2020-09-23,0
2020-09-24,0
2020-09-25,0
2020-09-26,0
2020-09-27,96
2020-09-28,0
2020-09-29,84
2020-09-30,41
2020-10-01,61
2020-10-02,42
2020-10-03,0
2020-10-04,0
2020-10-05,0
2020-10-06,42
2020-10-07,0
2020-10-08,43
2020-10-09,0
2020-10-10,0
2020-10-11,0
2020-10-12,51
2020-10-13,44
2020-10-14,66
2020-10-15,69
2020-10-16,0
2020-10-17,52
2020-10-18,0
2020-10-19,0
2020-10-20,0
2020-10-21,0
2020-10-22,0
2020-10-23,0
2020-10-24,49
2020-10-25,46
2020-10-26,0
2020-10-27,43
2020-10-28,43
2020-10-29,44
2020-10-30,0
2020-10-31,50
2020-11-01,100
2020-11-02,45
2020-11-03,0
2020-11-04,58
2020-11-05,40
2020-11-06,0
2020-11-07,45
2020-11-08,0
2020-11-09,87
2020-11-10,0
2020-11-11,43
2020-11-12,0
2020-11-13,91
2020-11-14,0
2020-11-15,0
2020-11-16,42
2020-11-17,43
2020-11-18,88
2020-11-19,44
2020-11-20,0
2020-11-21,0
2020-11-22,49
2020-11-23,87
2020-11-24,0
2020-11-25,41
2020-11-26,42
2020-11-27,42
2020-11-28,0
2020-11-29,46
2020-11-30,0
2020-12-01,43
2020-12-02,44
2020-12-03,0
2020-12-04,0
2020-12-05,0
2020-12-06,48
2020-12-07,45
2020-12-08,44
2020-12-09,42
2020-12-10,0
2020-12-11,46
