date,/m/05w_j
2020-09-14,31
2020-09-15,62
2020-09-16,54
2020-09-17,20
2020-09-18,26
2020-09-19,24
2020-09-20,7
2020-09-21,14
2020-09-22,16
2020-09-23,36
2020-09-24,24
2020-09-25,15
2020-09-26,9
2020-09-27,27
2020-09-28,33
2020-09-29,22
2020-09-30,19
2020-10-01,17
2020-10-02,24
2020-10-03,28
2020-10-04,13
2020-10-05,25
2020-10-06,22
2020-10-07,30
2020-10-08,29
2020-10-09,35
2020-10-10,11
2020-10-11,25
2020-10-12,41
2020-10-13,11
2020-10-14,23
2020-10-15,56
2020-10-16,36
2020-10-17,58
2020-10-18,34
2020-10-19,29
2020-10-20,49
2020-10-21,64
2020-10-22,68
2020-10-23,61
2020-10-24,31
2020-10-25,65
2020-10-26,45
2020-10-27,68
2020-10-28,80
2020-10-29,68
2020-10-30,55
2020-10-31,45
2020-11-01,61
2020-11-02,100
2020-11-03,74
2020-11-04,80
2020-11-05,83
2020-11-06,81
2020-11-07,51
2020-11-08,35
2020-11-09,75
2020-11-10,51
2020-11-11,50
2020-11-12,55
2020-11-13,41
2020-11-14,36
2020-11-15,13
2020-11-16,65
2020-11-17,37
2020-11-18,37
2020-11-19,42
2020-11-20,54
2020-11-21,18
2020-11-22,31
2020-11-23,68
2020-11-24,43
2020-11-25,67
2020-11-26,56
2020-11-27,66
2020-11-28,50
2020-11-29,24
2020-11-30,47
2020-12-01,41
2020-12-02,38
2020-12-03,33
2020-12-04,21
2020-12-05,15
2020-12-06,12
2020-12-07,42
2020-12-08,40
2020-12-09,34
2020-12-10,27
2020-12-11,31
