date,/g/1213j0cz
2020-09-14,21
2020-09-15,21
2020-09-16,41
2020-09-17,21
2020-09-18,0
2020-09-19,0
2020-09-20,24
2020-09-21,40
2020-09-22,20
2020-09-23,20
2020-09-24,61
2020-09-25,22
2020-09-26,23
2020-09-27,23
2020-09-28,20
2020-09-29,0
2020-09-30,0
2020-10-01,20
2020-10-02,0
2020-10-03,0
2020-10-04,45
2020-10-05,20
2020-10-06,0
2020-10-07,21
2020-10-08,63
2020-10-09,0
2020-10-10,0
2020-10-11,48
2020-10-12,66
2020-10-13,88
2020-10-14,65
2020-10-15,23
2020-10-16,45
2020-10-17,25
2020-10-18,100
2020-10-19,45
2020-10-20,65
2020-10-21,21
2020-10-22,45
2020-10-23,22
2020-10-24,69
2020-10-25,44
2020-10-26,42
2020-10-27,21
2020-10-28,21
2020-10-29,0
2020-10-30,21
2020-10-31,24
2020-11-01,0
2020-11-02,42
2020-11-03,42
2020-11-04,0
2020-11-05,19
2020-11-06,21
2020-11-07,23
2020-11-08,0
2020-11-09,0
2020-11-10,0
2020-11-11,21
2020-11-12,0
2020-11-13,42
2020-11-14,0
2020-11-15,0
2020-11-16,61
2020-11-17,0
2020-11-18,0
2020-11-19,0
2020-11-20,0
2020-11-21,0
2020-11-22,0
2020-11-23,41
2020-11-24,0
2020-11-25,0
2020-11-26,0
2020-11-27,20
2020-11-28,0
2020-11-29,23
2020-11-30,20
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,0
2020-12-05,0
2020-12-06,0
2020-12-07,0
2020-12-08,21
2020-12-09,21
2020-12-10,0
2020-12-11,0
