date,Mal de gorge,Agueusie,Anosmie,Symptôme,Réaction en chaîne par polymérase
2020-09-06,,,,,
2020-09-07,,,,,
2020-09-08,,,,,
2020-09-09,5.571428571428571,0.42857142857142855,0.42857142857142855,55.0,3.0
2020-09-10,6.142857142857143,0.42857142857142855,0.5714285714285714,57.714285714285715,3.142857142857143
2020-09-11,6.0,0.42857142857142855,0.7142857142857143,58.0,3.142857142857143
2020-09-12,6.714285714285714,0.42857142857142855,0.7142857142857143,59.142857142857146,3.0
2020-09-13,7.0,0.5714285714285714,0.7142857142857143,60.42857142857143,3.0
2020-09-14,6.428571428571429,0.5714285714285714,0.7142857142857143,59.857142857142854,3.2857142857142856
2020-09-15,6.285714285714286,0.5714285714285714,0.7142857142857143,59.57142857142857,3.142857142857143
2020-09-16,6.428571428571429,0.42857142857142855,0.8571428571428571,59.285714285714285,3.142857142857143
2020-09-17,6.0,0.42857142857142855,0.8571428571428571,59.142857142857146,3.2857142857142856
2020-09-18,5.714285714285714,0.42857142857142855,0.8571428571428571,59.42857142857143,3.142857142857143
2020-09-19,5.0,0.2857142857142857,1.0,57.57142857142857,3.2857142857142856
2020-09-20,4.285714285714286,0.2857142857142857,1.0,55.57142857142857,3.142857142857143
2020-09-21,4.714285714285714,0.2857142857142857,1.0,54.57142857142857,3.2857142857142856
2020-09-22,4.285714285714286,0.2857142857142857,1.0,52.57142857142857,3.142857142857143
2020-09-23,4.142857142857143,0.42857142857142855,0.8571428571428571,52.285714285714285,3.142857142857143
2020-09-24,3.7142857142857144,0.42857142857142855,0.8571428571428571,49.142857142857146,3.0
2020-09-25,4.0,0.42857142857142855,0.8571428571428571,47.0,3.0
2020-09-26,4.142857142857143,0.5714285714285714,0.8571428571428571,48.0,3.142857142857143
2020-09-27,4.0,0.42857142857142855,0.8571428571428571,47.142857142857146,3.2857142857142856
2020-09-28,3.7142857142857144,0.2857142857142857,0.8571428571428571,46.285714285714285,3.2857142857142856
2020-09-29,3.5714285714285716,0.42857142857142855,0.8571428571428571,49.0,3.2857142857142856
2020-09-30,3.2857142857142856,0.42857142857142855,1.0,49.57142857142857,3.142857142857143
2020-10-01,3.4285714285714284,0.42857142857142855,1.0,50.42857142857143,3.142857142857143
2020-10-02,3.142857142857143,0.5714285714285714,0.8571428571428571,51.57142857142857,3.2857142857142856
2020-10-03,3.142857142857143,0.5714285714285714,0.8571428571428571,52.285714285714285,3.2857142857142856
2020-10-04,3.4285714285714284,0.7142857142857143,0.8571428571428571,55.0,3.5714285714285716
2020-10-05,3.857142857142857,0.8571428571428571,0.8571428571428571,58.142857142857146,3.7142857142857144
2020-10-06,4.142857142857143,0.8571428571428571,0.8571428571428571,58.714285714285715,3.857142857142857
2020-10-07,4.142857142857143,1.0,0.8571428571428571,60.42857142857143,4.0
2020-10-08,4.428571428571429,1.1428571428571428,0.8571428571428571,63.285714285714285,4.142857142857143
